QueryId,EntityId
002,4355929
002,3576376
002,2509109
002,0366601
002,3572540
002,0758546
002,2508826
002,1850915
002,2508842
002,1139430
002,1196304
002,2508807
002,0430538
002,3576393
002,0481606
002,2508806
002,0430530
002,4058548
002,1942183
002,3651053
002,2367833
002,0846792
002,3576510
002,3957054
002,2496309
002,2798170
002,1024568
002,0400496
002,0430448
002,0837572
002,1255621
002,1862418
002,3877176
002,3576756
002,3262732
002,2896512
002,3651172
002,3149819
002,2612362
002,3494659
002,3402382
002,0955969
002,1828935
002,2800893
002,0558157
002,0551044
002,0946959
002,4287776
002,3674979
002,3886015
002,3192913
002,0430575
002,3592977
002,1989301
002,0938252
002,0558041
002,3674981
002,0837634
002,0937135
002,0956021
002,2544424
002,3682356
002,3576520
002,3576754
002,3672076
002,0989306
002,0558174
002,0837570
002,1057028
002,2869391
002,0430488
002,1216465
002,0558079
002,0430423
002,4406241
002,0837543
002,1862797
002,3890177
002,3893962
002,0332228
002,0401111
002,2255803
002,4503901
002,1992343
002,3671471
002,3894686
002,3086904
002,3670585
002,0937465
002,4196645
002,3673715
002,0837695
002,2958933
002,3785823
002,3892761
002,1863047
002,3682238
002,3943135
002,1016953
002,0430524
004,3248690
004,2132349
004,3138573
004,1842323
004,2198673
004,0573230
004,0759613
004,3066121
004,3463060
004,1976741
004,0569665
004,0708945
004,3139815
004,3125581
004,0563289
004,1658568
004,0720378
004,2684843
004,3138240
004,3138181
004,3066143
004,3138698
004,3066124
004,3145670
004,2946833
004,3726763
004,3138304
004,3899932
004,0569628
004,1841606
004,3066100
004,3139368
004,3138806
004,3140029
004,1431282
004,3138439
004,2658455
004,0569666
004,3139175
004,3989908
004,4344772
004,0183880
004,2583077
004,0088176
004,3138157
004,0676479
004,2792527
004,3138418
004,4627023
004,3433221
004,0564284
004,3139408
004,0733960
004,3139014
004,3066141
004,3726582
004,1048236
004,0352183
004,0573225
004,3148905
004,0183269
004,0567187
004,4163834
004,1534347
004,3138238
004,3138975
004,0186149
