QueryId,EntityId
2,0366601
2,3572540
2,0430530
2,0758546
2,1850915
2,3957054
2,0430448
2,3494659
2,0430538
2,1139430
2,0955969
2,3192913
2,2508826
2,0430488
2,0430575
2,3305322
2,1255621
2,0430506
2,1280403
2,4196645
2,0551044
2,0946959
2,0430572
2,0741013
2,2367833
2,1992343
2,4284991
2,1101026
2,3592977
2,0430423
2,0430462
2,3262932
2,3576502
2,2713857
2,0482913
2,1967760
2,0267116
2,2496309
2,2612362
2,4406240
2,4287776
2,3576372
2,0430496
2,0430483
2,0430524
2,2496331
2,3894684
2,0371051
2,2591340
2,1828935
2,3894680
2,3402382
2,3576423
2,1504918
2,3649139
2,3576496
2,3894685
2,0342656
2,3576478
2,3576510
2,0575820
2,1862418
2,3651172
2,3893964
2,1024568
2,0558189
2,3321778
2,0776630
2,0483889
2,3877176
2,0846792
2,2510925
2,3943135
2,4262161
2,3572562
2,3682356
2,0430536
2,0898851
2,2067425
2,3894686
2,3576438
2,0481606
2,0937562
2,3104492
2,3674981
2,4058548
2,4074330
2,3576312
2,3575343
2,0213655
2,1307609
2,1479643
2,3285935
2,4565145
2,3673716
2,1888114
2,3893965
2,0938384
2,1690220
2,2726268
4,0573230
4,0759613
4,3066121
4,1842323
4,3145670
4,2946833
4,0733960
4,3726582
4,2684843
4,0183880
4,0708945
4,0569628
4,0186149
4,3463060
4,0569665
4,0573225
4,2266578
4,3138975
4,3899932
4,4163834
4,1253745
4,4558165
4,2198673
4,3066141
4,3647145
4,3138806
4,3139175
4,2836512
4,3139815
4,3125581
4,3139014
4,0182035
4,3138463
4,1735715
4,0574256
4,3146219
4,0181965
4,3053326
4,1300992
4,3461656
4,3138925
4,3139450
4,4152016
4,0175783
4,2754760
4,4558722
4,3358839
4,3138808
4,3139409
4,0563289
4,0600680
4,0720378
4,1658568
4,2132349
4,3432984
4,0187975
4,1792599
4,0569666
4,3645297
4,3591707
4,4145557
4,0386673
4,0387203
4,2858493
4,3138698
4,0812268
4,3301454
4,3650680
4,2262615
4,1503681
4,0288084
4,3148905
4,4627023
4,2097820
4,0507224
4,0985753
4,1174226
4,3645633
4,0186648
4,3632302
4,0607874
4,3248690
4,3138582
4,3726763
4,3645738
4,0006798
4,3170461
4,1841606
4,4349623
4,0725962
4,1453352
4,3406500
4,0615428
4,1047008
4,2408105
4,1419328
4,3631168
4,3138304
4,3569772
4,0180796
6,3066143
6,1078101
6,4116692
6,1976741
6,0352183
6,1078109
6,3546074
6,2792527
6,3170461
6,1731480
6,4116694
6,2128341
6,3139368
6,2177465
6,3053326
6,0185097
6,1836697
6,1412944
6,0183269
6,2172567
6,4143295
6,4271332
6,3595843
6,3066138
6,3425718
6,1078107
6,3174598
6,2427684
6,3472545
6,1078103
6,1078102
6,4474551
6,4350778
6,1078100
6,4455610
6,1078110
6,0875711
6,1078097
6,2547065
6,2547066
6,2547067
6,0169660
6,3489358
6,0006348
6,3461656
6,1064995
6,1078104
6,3146219
6,2464214
6,3066124
6,1932036
6,4116693
6,1800431
6,2132349
6,3551203
6,4300426
6,0812701
6,0183880
6,3463059
6,2146740
6,0563289
6,0812268
6,3301454
6,1816331
6,0184372
6,0629808
6,0184382
6,0184397
6,2805614
6,1224483
6,0507224
6,0985753
6,1174226
6,3645633
6,0573230
6,2097820
6,4104929
6,0615428
6,1047008
6,2408105
6,1222213
6,3645738
6,3358839
6,0288084
6,0911634
6,0183315
6,2547064
6,1976791
6,0184404
6,1301090
6,4207513
6,2427365
6,1133728
6,4123757
6,4447336
6,4109875
6,0796098
6,1951058
6,0676479
6,2384721
8,1309851
8,4404730
8,1309855
8,2447580
8,1309852
8,2718310
8,1309861
8,2478701
8,1372011
8,1309863
8,1042535
8,1309862
8,1720839
8,1309856
8,1309864
8,1309858
8,2553621
8,1309860
8,0297212
8,3344742
8,3830178
8,1309857
8,4381520
8,2434018
8,1309854
8,3281489
8,1309850
8,0207533
8,4119015
8,1309849
8,1309859
8,3625295
8,2590165
8,1647361
8,4094450
8,4130373
8,1720838
8,4235340
8,1812298
8,1309853
8,0659027
8,1838869
8,2077371
8,2320482
8,3195095
8,3023726
8,0657929
8,3128473
8,1014323
8,2914614
8,3344549
8,1309865
8,1559497
8,1914670
8,0804471
8,2072014
8,3220153
8,0261367
8,0610115
8,0875392
8,1066586
8,4275110
8,4384607
8,2608707
8,4260588
8,0713933
8,1932543
8,0591625
8,0650670
8,3448209
8,4010057
8,1207785
8,1269389
8,2071621
8,3344840
8,2936607
8,3925991
8,1812121
8,2068075
8,2594270
8,2650107
8,3344488
8,0191245
8,1339863
8,1453566
8,2917909
8,3326283
8,1910111
8,0969484
8,3142314
8,3873769
8,1240944
8,3133622
8,0293736
8,1842473
8,2407917
8,3185075
8,3696367
8,0973869
8,3686430
11,1487723
11,2547857
11,1952708
11,3149769
11,2483780
11,3945186
11,2208028
11,1487739
11,3445794
11,1148813
11,1064377
11,0199845
11,3405900
11,1953071
11,1746596
11,3262225
11,2483727
11,1147476
11,1487740
11,1952916
11,2862531
11,3399379
11,1550406
11,3690926
11,3318279
11,3406125
11,2846966
11,2659426
11,3749776
11,4377555
11,3959147
11,2664514
11,0423659
11,0678769
11,0903561
11,2862902
11,3314030
11,4033854
11,0909868
11,1147274
11,4068538
11,2287492
11,4389738
11,4483761
11,0390776
11,0910325
11,2956537
11,2385914
11,0386687
11,0912958
11,1951872
11,1177503
11,3173247
11,0463533
11,0748278
11,2285900
11,0619529
11,0637055
11,4259043
11,1953298
11,0296099
11,1060259
11,1425235
11,1952478
11,1770443
11,2956892
11,1487717
11,3680941
11,2629042
11,0210610
11,4036128
11,2483742
11,0792183
11,0618219
11,4491452
11,1953296
11,2008371
11,0558567
11,0866808
11,1194562
11,3203444
11,3251645
11,2199537
11,3641895
11,4282324
11,4351445
11,1061782
11,3623102
11,0595784
11,1783810
11,1952155
11,1754009
11,1953280
11,1192052
11,2377700
11,4190990
11,0871820
11,1953288
11,3966588
11,0210613
12,0412758
12,0358512
12,2990203
12,3267998
12,2821299
12,4041364
12,1543172
12,2932562
12,1879404
12,3612692
12,2457662
12,2933060
12,2141772
12,1835069
12,1326736
12,3858357
12,3858358
12,4533894
12,1879402
12,1482331
12,1680347
12,2854012
12,2936397
12,4285714
12,0581681
12,2147547
12,1759198
12,3866246
12,4074452
12,2400903
12,2936354
12,4298253
12,3789400
12,2932499
12,4079569
12,1468722
12,2633103
12,2457661
12,0815926
12,4261227
12,3228143
12,3279895
12,0582746
12,0641548
12,3976265
12,1319193
12,2127884
12,0326785
12,1232665
12,2933037
12,0789975
12,1135944
12,4122700
12,2205666
12,2397984
12,2419612
12,1030035
12,2003958
12,2135128
12,2170732
12,4007854
12,2105996
12,2932181
12,3329774
12,1605154
12,3888898
12,2566369
12,0814262
12,1099787
12,0829485
12,1519713
12,2053566
12,0582736
12,4374707
12,0846967
12,3764294
12,0311198
12,3068315
12,0449610
12,0791697
12,2352540
12,4408213
12,3483489
12,3595403
12,4595630
12,0906552
12,3119899
12,4186784
12,1514467
12,0832645
12,2644693
12,2936861
12,3735071
12,4399275
12,2535750
12,2121241
12,2535755
12,0510488
12,0714001
12,0870040
14,1323471
14,1709780
14,4186953
14,0498649
14,0588228
14,1323480
14,1589163
14,2450900
14,1323399
14,0408345
14,3086294
14,2516597
14,1323610
14,1968895
14,2673922
14,1323374
14,1323409
14,3774389
14,1323593
14,1994415
14,2572166
14,3496130
14,1853480
14,1323395
14,3329315
14,2465985
14,3915072
14,4243480
14,1323581
14,0745484
14,1323431
14,1199061
14,3844107
14,1902764
14,1694662
14,1323570
14,1323314
14,2502755
14,1323386
14,1323604
14,1791981
14,4627616
14,1084409
14,1701395
14,4414166
14,1323338
14,4156654
14,2516596
14,1323571
14,1352089
14,2333596
14,1064209
14,1544515
14,1351853
14,3496121
14,3329322
14,1323594
14,1352096
14,1323385
14,1323506
14,0932240
14,3220481
14,2633008
14,3087414
14,2802449
14,0654567
14,1015308
14,1031500
14,4528560
14,4414163
14,1201069
14,0222957
14,1315660
14,1052539
14,2651346
14,3496065
14,0562737
14,1323595
14,3305985
14,2905500
14,3480910
14,1323061
14,0869572
14,0731371
14,1352073
14,1902138
14,2457424
14,1701385
14,1486857
14,1341544
14,1694663
14,2571910
14,3970841
14,3503403
14,2342569
14,2868299
14,4528519
14,1323359
14,1324576
14,1324940
16,2521500
16,3973932
16,4091131
16,2483031
16,2515243
16,2552082
16,2552085
16,2552211
16,2494043
16,2554139
16,2470256
16,2499922
16,4393323
16,2552100
16,2522530
16,2552105
16,2552070
16,2552078
16,2552094
16,2552096
16,2552097
16,2552098
16,2500060
16,2552080
16,2552081
16,2536939
16,2552092
16,2552095
16,1401024
16,2552101
16,2552072
16,2552093
16,2552111
16,2469920
16,2470321
16,4367696
16,2481075
16,2552099
16,2552107
16,2552104
16,2499694
16,2472735
16,2552079
16,2552084
16,2552074
16,2552076
16,2552110
16,2552115
16,2481763
16,2486445
16,3586388
16,2552083
16,2557959
16,2552118
16,2552087
16,2552102
16,2552108
16,2459732
16,2552073
16,2523061
16,3973931
16,2515180
16,2498359
16,1319517
16,2818097
16,2521423
16,2755257
16,2552071
16,2552075
16,2552077
16,2552116
16,2552086
16,2552088
16,2552091
16,2552103
16,2507276
16,2480082
16,2492115
16,0641143
16,0195574
16,3851555
16,2507223
16,4137819
16,2552089
16,2475371
16,2475372
16,2552090
16,2475352
16,2486519
16,2552109
16,1134041
16,1134042
16,4529558
16,0180830
16,2507281
16,2469267
16,1660091
16,3658524
16,2539682
16,4156450
20,3948269
20,3504251
20,2600791
20,1759294
20,1000089
20,0342052
20,3410997
20,3916931
20,1410859
20,1285988
20,3205725
20,1213331
20,3874225
20,1436701
20,4461199
20,1004341
20,2915243
20,3169000
20,3501944
20,4404859
20,1358669
20,2987404
20,3826884
20,4243395
20,3958427
20,2188151
20,4378634
20,2116110
20,1951191
20,0891352
20,1010810
20,2366845
20,2523105
20,3107813
20,3383764
20,1807455
20,0519111
20,0840423
20,1329772
20,1477954
20,3340551
20,3524866
20,3948266
20,4360212
20,0800491
20,2914090
20,3875508
