,QueryId,EntityId
0,002,0366601
1,002,2508826
2,002,3572540
3,002,1850915
4,002,3957054
5,002,0758546
6,002,2508842
7,002,2367833
8,002,1196304
9,002,0430538
10,002,3877176
11,002,1139430
12,002,2508807
13,002,2496309
14,002,3576393
15,002,1942183
16,002,3886015
17,002,0430506
18,002,0846792
19,002,3576520
20,002,0481606
21,002,0430530
22,002,3576510
23,002,1024568
24,002,3576756
25,002,2798170
26,002,0400496
27,002,4058548
28,002,3149819
29,002,0955969
30,002,2508806
31,002,3262732
32,002,2509109
33,002,0430448
34,002,3494659
35,002,0551044
36,002,3576376
37,002,1255621
38,002,3672076
39,002,0946959
40,002,2496333
41,002,1057028
42,002,3682356
43,002,2896512
44,002,0482913
45,002,2612362
46,002,3651172
47,002,0430575
48,002,3674979
49,002,3651053
50,002,3192913
51,002,0430423
52,002,2544424
53,002,1989301
54,002,3394680
55,002,0430524
56,002,3670585
57,002,3402382
58,002,3576754
59,002,1584849
60,002,0956021
61,002,4014187
62,002,3673715
63,002,0430488
64,002,2496328
65,002,0430606
66,002,3261983
67,002,0558041
68,002,0837572
69,002,1862418
70,002,1944484
71,002,4196645
72,002,0430483
73,002,3721407
74,002,4011934
75,002,1992343
76,002,1967760
77,002,1216465
78,002,3672263
79,002,3675278
80,002,3576502
81,002,3407873
82,002,2509110
83,002,4255469
84,002,0837634
85,002,2869391
86,002,3683797
87,002,0430462
88,002,3741261
89,002,3352047
90,002,3016189
91,002,3576496
92,002,4287776
93,002,0741013
94,002,1498664
95,002,3190701
96,002,1828935
97,002,0558079
98,002,1163330
99,002,1523122
100,004,1842323
101,004,0573230
102,004,3066121
103,004,2198673
104,004,0759613
105,004,3463060
106,004,3248690
107,004,0708945
108,004,3138240
109,004,3125581
110,004,3138698
111,004,3138181
112,004,3145670
113,004,3139815
114,004,0720378
115,004,1976741
116,004,0569665
117,004,3066124
118,004,2684843
119,004,0563289
120,004,3066143
121,004,3726763
122,004,1046050
123,004,3138439
124,004,0569628
125,004,0569666
126,004,1658568
127,004,3138304
128,004,1253745
129,004,3066141
130,004,3066100
131,004,2946833
132,004,3899932
133,004,0183880
134,004,2792527
135,004,2658455
136,004,3138463
137,004,3647145
138,004,3140029
139,004,0733960
140,004,0088176
141,004,4344772
142,004,2583077
143,004,3148905
144,004,3989908
145,004,0600680
146,004,3461656
147,004,1841606
148,004,0187975
149,004,3726582
150,004,0960407
151,004,0708944
152,004,0189285
153,004,4163834
154,004,3139368
155,004,3139409
156,004,4618186
157,004,4558165
158,004,2408022
159,004,3726647
160,004,0676479
161,004,1431282
162,004,3138806
163,004,3146219
164,004,3139175
165,004,0573225
166,004,3726572
167,004,1048236
168,004,3138808
169,004,1534347
170,004,3591707
171,004,3138975
172,004,0352183
173,004,0172148
174,004,3139891
175,004,0564284
176,004,3138418
177,004,3138157
178,004,3388601
179,004,1503681
180,004,3139408
181,004,4627023
182,004,3139014
183,004,0574256
184,004,3645297
185,004,0186648
186,004,4152016
187,004,0708443
188,004,3793199
189,004,0183269
190,004,2750770
191,004,2505507
192,004,0182035
193,004,3139755
194,004,2531840
195,004,2266578
196,004,0186149
197,004,3645738
198,004,2858493
199,004,3433221
200,006,3146219
201,006,0183880
202,006,3066124
203,006,1976791
204,006,4104929
205,006,2384725
206,006,4300426
207,006,2893208
208,006,3647123
209,006,2923201
210,006,3138975
211,006,3248690
212,006,0985751
213,006,0166378
214,006,3125581
215,006,3989908
216,006,4452231
217,006,0573230
218,006,4324364
219,006,4446952
220,006,4248549
221,006,3578333
222,006,2198673
223,006,2860350
224,006,2860375
225,006,3138499
226,006,0676479
227,006,3066024
228,006,0564224
229,006,4521677
230,006,1883555
231,006,4298848
232,006,1985634
233,006,1738341
234,006,3549452
235,006,3978727
236,006,0821820
237,006,4344772
238,006,0567383
239,006,1412316
240,006,0733911
241,006,1738966
242,006,1850415
243,006,2602847
244,006,2492889
245,006,3140059
246,006,4448127
247,006,2512825
248,006,4523300
249,006,1251130
250,006,3213795
251,006,3066119
252,006,0184025
253,006,0869800
254,006,3861985
255,006,1503681
256,006,1993147
257,006,1138823
258,006,4376254
259,006,1658568
260,006,1618277
261,006,4076497
262,006,3839474
263,006,3138814
264,006,3066120
265,006,3066137
266,006,2513561
267,006,2496789
268,006,1253744
269,006,4338470
270,006,0008980
271,006,0170692
272,006,0564362
273,006,3746494
274,006,1473821
275,006,3115452
276,006,3631313
277,006,4007235
278,006,2358049
279,006,4388386
280,006,3454709
281,006,0940137
282,006,3066123
283,006,2750256
284,006,1855678
285,006,2860389
286,006,2860427
287,006,3528887
288,006,4332527
289,006,3066113
290,006,4007229
291,006,0394626
292,006,1736402
293,006,3571105
294,006,3829142
295,006,2526713
296,006,0241406
297,006,0430514
298,006,2496781
299,006,3990433
300,008,1309851
301,008,1372011
302,008,4404730
303,008,4381520
304,008,2718310
305,008,2478701
306,008,2447580
307,008,1309864
308,008,3830178
309,008,3344742
310,008,1309856
311,008,1309863
312,008,1309854
313,008,1309860
314,008,1309855
315,008,1309852
316,008,2553621
317,008,1042535
318,008,1309858
319,008,1309861
320,008,1309857
321,008,1309862
322,008,1720839
323,008,3281489
324,008,2608707
325,008,1309850
326,008,2590165
327,008,0297212
328,008,0207533
329,008,1647361
330,008,3625295
331,008,4235340
332,008,4130373
333,008,1720838
334,008,3128473
335,008,1309859
336,008,4094450
337,008,1309849
338,008,2434018
339,008,1838869
340,008,1431569
341,008,1812298
342,008,2320482
343,008,4226862
344,008,0657929
345,008,1014323
346,008,1309865
347,008,1309853
348,008,0659027
349,008,1932543
350,008,2077371
351,008,4119015
352,008,3195095
353,008,3344549
354,008,2072014
355,008,3023726
356,008,1914670
357,008,3448209
358,008,4275110
359,008,0804471
360,008,1269389
361,008,1453566
362,008,4210637
363,008,0261367
364,008,0713933
365,008,2914614
366,008,0969484
367,008,1503770
368,008,1559497
369,008,3344840
370,008,3185075
371,008,3220153
372,008,3142314
373,008,4384607
374,008,0191245
375,008,2594270
376,008,4010057
377,008,1203006
378,008,4128209
379,008,1402876
380,008,2917909
381,008,3696367
382,008,0994225
383,008,1059364
384,008,1207785
385,008,4427039
386,008,0591625
387,008,0875392
388,008,2467181
389,008,3527525
390,008,3686430
391,008,4596269
392,008,1910111
393,008,3326283
394,008,2936607
395,008,1180743
396,008,2071621
397,008,2650107
398,008,3133622
399,008,3211523
400,011,2547857
401,011,1487723
402,011,2208028
403,011,3149769
404,011,3445794
405,011,3945186
406,011,0866808
407,011,1952708
408,011,3203444
409,011,1178674
410,011,1487739
411,011,3680941
412,011,2483780
413,011,0909868
414,011,3407309
415,011,3188994
416,011,2220435
417,011,0618219
418,011,0677503
419,011,0680829
420,011,1746596
421,011,4351441
422,011,0619150
423,011,4351445
424,011,0333853
425,011,3202001
426,011,1953071
427,011,2733919
428,011,1064377
429,011,0676301
430,011,1952916
431,011,1147476
432,011,2285418
433,011,2862531
434,011,0859278
435,011,3199412
436,011,3749776
437,011,3262225
438,011,0390776
439,011,1436245
440,011,2733921
441,011,0938891
442,011,3405900
443,011,3636117
444,011,0210613
445,011,4033854
446,011,2862902
447,011,4491452
448,011,0903038
449,011,0199845
450,011,0619529
451,011,0618053
452,011,1148813
453,011,3406125
454,011,2958534
455,011,3751423
456,011,4259043
457,011,2678100
458,011,1231975
459,011,0912958
460,011,0333844
461,011,2659426
462,011,2742526
463,011,2483727
464,011,0560684
465,011,1084198
466,011,1086678
467,011,0903037
468,011,0910325
469,011,2323931
470,011,2283753
471,011,3402746
472,011,3468361
473,011,1487740
474,011,4377555
475,011,3409045
476,011,3535026
477,011,1952573
478,011,2664514
479,011,4399555
480,011,3399379
481,011,1953298
482,011,2882186
483,011,1770443
484,011,3240223
485,011,4607309
486,011,1931321
487,011,0296099
488,011,0678769
489,011,2615720
490,011,4246461
491,011,2224469
492,011,1839923
493,011,3690926
494,011,2673435
495,011,0463533
496,011,3318279
497,011,1060248
498,011,1188922
499,011,0808390
500,012,0358512
501,012,4261227
502,012,0412758
503,012,2990203
504,012,2141772
505,012,2003958
506,012,2821299
507,012,2933060
508,012,4041364
509,012,1879402
510,012,0326785
511,012,4533894
512,012,3858358
513,012,2400903
514,012,1543172
515,012,1326736
516,012,0445462
517,012,3858357
518,012,1879404
519,012,4285714
520,012,1680347
521,012,3228143
522,012,1835069
523,012,2936354
524,012,2457662
525,012,0641548
526,012,3267998
527,012,0582746
528,012,3068315
529,012,2332728
530,012,2633103
531,012,2932499
532,012,4517718
533,012,2625459
534,012,1482331
535,012,2932562
536,012,2105996
537,012,3612692
538,012,1759198
539,012,4298253
540,012,2147547
541,012,1099787
542,012,1468722
543,012,3764294
544,012,2205666
545,012,0853694
546,012,2936397
547,012,0581681
548,012,3279895
549,012,3976265
550,012,2932181
551,012,2397984
552,012,4188119
553,012,1232665
554,012,2457661
555,012,4044174
556,012,1514467
557,012,2135128
558,012,2838808
559,012,3789400
560,012,2399501
561,012,4074452
562,012,1339218
563,012,1510034
564,012,0517442
565,012,3866246
566,012,1605154
567,012,3924218
568,012,3329774
569,012,0815926
570,012,4122700
571,012,2419612
572,012,1319193
573,012,4079569
574,012,4392959
575,012,2127884
576,012,0789975
577,012,2933037
578,012,2854012
579,012,4418764
580,012,0829485
581,012,4374707
582,012,2644693
583,012,3966003
584,012,0410776
585,012,2566369
586,012,0269677
587,012,2746851
588,012,4007854
589,012,1277948
590,012,4440247
591,012,1135944
592,012,3988422
593,012,1572420
594,012,1519713
595,012,2053566
596,012,4233404
597,012,0897670
598,012,2616706
599,012,4461066
600,014,1084409
601,014,3086294
602,014,1323471
603,014,1709780
604,014,2516596
605,014,3265745
606,014,1589163
607,014,1323480
608,014,0498649
609,014,1323395
610,014,1064209
611,014,3859074
612,014,1853480
613,014,0588228
614,014,2572166
615,014,3915072
616,014,1994415
617,014,1323409
618,014,1701395
619,014,4414166
620,014,1694662
621,014,2516597
622,014,0612449
623,014,1323610
624,014,3329315
625,014,1323399
626,014,2673922
627,014,1968895
628,014,1323374
629,014,4414163
630,014,2450900
631,014,4243480
632,014,1323594
633,014,0562851
634,014,1323431
635,014,3708481
636,014,2457424
637,014,1323593
638,014,0932240
639,014,3220481
640,014,1323314
641,014,1968661
642,014,3071062
643,014,1791981
644,014,4156654
645,014,0829836
646,014,1902764
647,014,1323604
648,014,3496130
649,014,2465985
650,014,1902138
651,014,1323570
652,014,1323338
653,014,1544515
654,014,1201069
655,014,1015308
656,014,3496065
657,014,1323359
658,014,3170198
659,014,3774389
660,014,1323581
661,014,1323571
662,014,2502755
663,014,1351853
664,014,2633008
665,014,2651346
666,014,1352089
667,014,1352002
668,014,1352075
669,014,2333596
670,014,3844107
671,014,3329322
672,014,0745484
673,014,0654567
674,014,1323506
675,014,1455766
676,014,1962584
677,014,0222957
678,014,1554821
679,014,1352096
680,014,1064210
681,014,4528560
682,014,1323636
683,014,3995968
684,014,3496121
685,014,1341544
686,014,1323386
687,014,1352046
688,014,1956204
689,014,0562737
690,014,4627616
691,014,1549834
692,014,2990066
693,014,1031500
694,014,1323881
695,014,2868299
696,014,0562848
697,014,1198824
698,014,1323595
699,014,3500225
700,016,2521500
701,016,3973932
702,016,2515243
703,016,2486955
704,016,2500086
705,016,2476935
706,016,2494459
707,016,2486503
708,016,2494023
709,016,2494024
710,016,2494025
711,016,2494026
712,016,2494027
713,016,2494029
714,016,2474847
715,016,2477391
716,016,2557935
717,016,2472386
718,016,2494028
719,016,2471627
720,016,2471628
721,016,2471629
722,016,2471630
723,016,2471632
724,016,2471633
725,016,2473720
726,016,2473727
727,016,2473728
728,016,2473723
729,016,2473725
730,016,2473726
731,016,2478677
732,016,2478678
733,016,2478679
734,016,2478680
735,016,2478681
736,016,2478682
737,016,2478683
738,016,2478684
739,016,2478685
740,016,2506944
741,016,2506945
742,016,2506946
743,016,2506947
744,016,2480050
745,016,2485047
746,016,2471631
747,016,2471636
748,016,2471637
749,016,2493886
750,016,2472388
751,016,2472389
752,016,2472390
753,016,2472391
754,016,2472392
755,016,2472393
756,016,2473719
757,016,2473721
758,016,2473722
759,016,2473724
760,016,2480053
761,016,2480054
762,016,2480055
763,016,2480056
764,016,2480057
765,016,2480058
766,016,2480059
767,016,2480060
768,016,4091131
769,016,2494020
770,016,2494603
771,016,2496377
772,016,2486567
773,016,2500009
774,016,2500010
775,016,2500011
776,016,2500012
777,016,2500013
778,016,2500014
779,016,2500015
780,016,2500016
781,016,2500017
782,016,2558002
783,016,2488006
784,016,2506942
785,016,2476936
786,016,2476937
787,016,2476996
788,016,2484276
789,016,2484277
790,016,2484278
791,016,2484279
792,016,2484280
793,016,2484281
794,016,2484617
795,016,2489802
796,016,2494627
797,016,2494628
798,016,2497922
799,016,2485043
800,020,3504251
801,020,3948269
802,020,2600791
803,020,1410859
804,020,1000089
805,020,1759294
806,020,2987404
807,020,3340551
808,020,4461199
