QueryId,EntityId
002,0366601
002,2508826
002,3572540
002,1850915
002,3957054
002,0758546
002,2508842
002,2367833
002,1196304
002,0430538
002,3877176
002,1139430
002,2508807
002,2496309
002,3576393
002,1942183
002,3886015
002,0430506
002,0846792
002,3576520
002,0481606
002,0430530
002,3576510
002,1024568
002,3576756
002,2798170
002,0400496
002,4058548
002,3149819
002,0955969
002,2508806
002,3262732
002,2509109
002,0430448
002,3494659
002,0551044
002,3576376
002,1255621
002,3672076
002,0946959
002,2496333
002,1057028
002,3682356
002,2896512
002,0482913
002,2612362
002,3651172
002,0430575
002,3674979
002,3651053
002,3192913
002,0430423
002,2544424
002,1989301
002,3394680
002,0430524
002,3670585
002,3402382
002,3576754
002,1584849
002,0956021
002,4014187
002,3673715
002,0430488
002,2496328
002,0430606
002,3261983
002,0558041
002,0837572
002,1862418
002,1944484
002,4196645
002,0430483
002,3721407
002,4011934
002,1992343
002,1967760
002,1216465
002,3672263
002,3675278
002,3576502
002,3407873
002,2509110
002,4255469
002,0837634
002,2869391
002,3683797
002,0430462
002,3741261
002,3352047
002,3016189
002,3576496
002,4287776
002,0741013
002,1498664
002,3190701
002,1828935
002,0558079
002,1163330
002,1523122
004,1842323
004,0573230
004,3066121
004,2198673
004,0759613
004,3463060
004,3248690
004,0708945
004,3138240
004,3125581
004,3138698
004,3138181
004,3145670
004,3139815
004,0720378
004,1976741
004,0569665
004,3066124
004,2684843
004,0563289
004,3066143
004,3726763
004,1046050
004,3138439
004,0569628
004,0569666
004,1658568
004,3138304
004,1253745
004,3066141
004,3066100
004,2946833
004,3899932
004,0183880
004,2792527
004,2658455
004,3138463
004,3647145
004,3140029
004,0733960
004,0088176
004,4344772
004,2583077
004,3148905
004,3989908
004,0600680
004,3461656
004,1841606
004,0187975
004,3726582
004,0960407
004,0708944
004,0189285
004,4163834
004,3139368
004,3139409
004,4618186
004,4558165
004,2408022
004,3726647
004,0676479
004,1431282
004,3138806
004,3146219
004,3139175
004,0573225
004,3726572
004,1048236
004,3138808
004,1534347
004,3591707
004,3138975
004,0352183
004,0172148
004,3139891
004,0564284
004,3138418
004,3138157
004,3388601
004,1503681
004,3139408
004,4627023
004,3139014
004,0574256
004,3645297
004,0186648
004,4152016
004,0708443
004,3793199
004,0183269
004,2750770
004,2505507
004,0182035
004,3139755
004,2531840
004,2266578
004,0186149
004,3645738
004,2858493
004,3433221
006,3146219
006,0183880
006,3066124
006,1976791
006,4104929
006,2384725
006,4300426
006,2893208
006,3647123
006,2923201
006,3138975
006,3248690
006,0985751
006,0166378
006,3125581
006,3989908
006,4452231
006,0573230
006,4324364
006,4446952
006,4248549
006,3578333
006,2198673
006,2860350
006,2860375
006,3138499
006,0676479
006,3066024
006,0564224
006,4521677
006,1883555
006,4298848
006,1985634
006,1738341
006,3549452
006,3978727
006,0821820
006,4344772
006,0567383
006,1412316
006,0733911
006,1738966
006,1850415
006,2602847
006,2492889
006,3140059
006,4448127
006,2512825
006,4523300
006,1251130
006,3213795
006,3066119
006,0184025
006,0869800
006,3861985
006,1503681
006,1993147
006,1138823
006,4376254
006,1658568
006,1618277
006,4076497
006,3839474
006,3138814
006,3066120
006,3066137
006,2513561
006,2496789
006,1253744
006,4338470
006,0008980
006,0170692
006,0564362
006,3746494
006,1473821
006,3115452
006,3631313
006,4007235
006,2358049
006,4388386
006,3454709
006,0940137
006,3066123
006,2750256
006,1855678
006,2860389
006,2860427
006,3528887
006,4332527
006,3066113
006,4007229
006,0394626
006,1736402
006,3571105
006,3829142
006,2526713
006,0241406
006,0430514
006,2496781
006,3990433
008,1309851
008,1372011
008,4404730
008,4381520
008,2718310
008,2478701
008,2447580
008,1309864
008,3830178
008,3344742
008,1309856
008,1309863
008,1309854
008,1309860
008,1309855
008,1309852
008,2553621
008,1042535
008,1309858
008,1309861
008,1309857
008,1309862
008,1720839
008,3281489
008,2608707
008,1309850
008,2590165
008,0297212
008,0207533
008,1647361
008,3625295
008,4235340
008,4130373
008,1720838
008,3128473
008,1309859
008,4094450
008,1309849
008,2434018
008,1838869
008,1431569
008,1812298
008,2320482
008,4226862
008,0657929
008,1014323
008,1309865
008,1309853
008,0659027
008,1932543
008,2077371
008,4119015
008,3195095
008,3344549
008,2072014
008,3023726
008,1914670
008,3448209
008,4275110
008,0804471
008,1269389
008,1453566
008,4210637
008,0261367
008,0713933
008,2914614
008,0969484
008,1503770
008,1559497
008,3344840
008,3185075
008,3220153
008,3142314
008,4384607
008,0191245
008,2594270
008,4010057
008,1203006
008,4128209
008,1402876
008,2917909
008,3696367
008,0994225
008,1059364
008,1207785
008,4427039
008,0591625
008,0875392
008,2467181
008,3527525
008,3686430
008,4596269
008,1910111
008,3326283
008,2936607
008,1180743
008,2071621
008,2650107
008,3133622
008,3211523
011,2547857
011,1487723
011,2208028
011,3149769
011,3445794
011,3945186
011,0866808
011,1952708
011,3203444
011,1178674
011,1487739
011,3680941
011,2483780
011,0909868
011,3407309
011,3188994
011,2220435
011,0618219
011,0677503
011,0680829
011,1746596
011,4351441
011,0619150
011,4351445
011,0333853
011,3202001
011,1953071
011,2733919
011,1064377
011,0676301
011,1952916
011,1147476
011,2285418
011,2862531
011,0859278
011,3199412
011,3749776
011,3262225
011,0390776
011,1436245
011,2733921
011,0938891
011,3405900
011,3636117
011,0210613
011,4033854
011,2862902
011,4491452
011,0903038
011,0199845
011,0619529
011,0618053
011,1148813
011,3406125
011,2958534
011,3751423
011,4259043
011,2678100
011,1231975
011,0912958
011,0333844
011,2659426
011,2742526
011,2483727
011,0560684
011,1084198
011,1086678
011,0903037
011,0910325
011,2323931
011,2283753
011,3402746
011,3468361
011,1487740
011,4377555
011,3409045
011,3535026
011,1952573
011,2664514
011,4399555
011,3399379
