QueryId,EntityId
2,0366601
2,0430530
2,3957054
2,3572540
2,1850915
2,0758546
2,3494659
2,0430448
2,1139430
2,1255621
2,3305322
2,0955969
2,3192913
2,0430488
2,0430575
2,2508826
2,1101026
2,1280403
2,2713857
2,4196645
2,3262932
2,1967760
2,0267116
2,0430572
2,0741013
2,2612362
2,4406240
2,3576502
2,4287776
2,1992343
2,0551044
2,4284991
2,2496309
2,0946959
2,2496331
2,0371051
2,2591340
2,3576372
2,3592977
2,3402382
2,1862418
2,0342656
2,0575820
2,1504918
2,0558189
2,1024568
2,3321778
2,3649139
2,0430423
2,0430462
2,3682356
2,0483889
2,3877176
2,0776630
2,0430506
2,0937562
2,2067425
2,2510925
2,3943135
2,0430538
2,3576478
2,3576510
2,3673716
2,0846792
2,0898851
2,3674981
2,0213655
2,3104492
2,3890596
2,4074330
2,1888114
2,3894684
2,3576423
2,0430496
2,0938384
2,1307609
2,1479643
2,1690220
2,3285935
2,3900534
2,3414021
2,3670585
2,1634558
2,2367833
2,2813696
2,3261983
2,3142559
2,0937635
2,3894717
2,4052615
2,3572562
2,3891342
2,0817760
2,3894680
2,4017427
2,0288517
2,3576312
2,1163330
2,3672076
2,3672135
4,0573230
4,0759613
4,1842323
4,3066121
4,3145670
4,0733960
4,2946833
4,0183880
4,2684843
4,3726582
4,0569628
4,0186149
4,0708945
4,0569665
4,3899932
4,3138975
4,4558165
4,0573225
4,2266578
4,4163834
4,2198673
4,3647145
4,3463060
4,3139175
4,3138463
4,3066141
4,3139815
4,3125581
4,2836512
4,3138806
4,1735715
4,3461656
4,0181965
4,3139014
4,0182035
4,0574256
4,1300992
4,3053326
4,3138808
4,3139409
4,0569666
4,0600680
4,3645297
4,3138925
4,3139450
4,4558722
4,0187975
4,0175783
4,3146219
4,3358839
4,2132349
4,2754760
4,4152016
4,0720378
4,0563289
4,1658568
4,3432984
4,1253745
4,4145557
4,3591707
4,3650680
4,0386673
4,1792599
4,3138698
4,0387203
4,0186648
4,2262615
4,2858493
4,2097820
4,0288084
4,0607874
4,0507224
4,0812268
4,0985753
4,3301454
4,3645738
4,3138582
4,0006798
4,3406500
4,3248690
4,4349623
4,1453352
4,1503681
4,3170461
4,0725962
4,1047008
4,1174226
4,3645633
4,0180796
4,1841606
4,3138304
4,0169660
4,1720167
4,3138499
4,3978727
4,3631168
4,4248325
4,3148905
4,3569772
4,0172148
6,1078101
6,4116692
6,3066143
6,1976741
6,0352183
6,3546074
6,2792527
6,3170461
6,2128341
6,3139368
6,4116694
6,2177465
6,0185097
6,1836697
6,3053326
6,0183269
6,1412944
6,2172567
6,4143295
6,4271332
6,3595843
6,3174598
6,3425718
6,3066138
6,3472545
6,1078107
6,2427684
6,4474551
6,0006348
6,1078103
6,2547065
6,2547066
6,2547067
6,3461656
6,0169660
6,1078102
6,3489358
6,1064995
6,2132349
6,2464214
6,4350778
6,3551203
6,0183880
6,4300426
6,1800431
6,0812701
6,2146740
6,4116693
6,3463059
6,1078109
6,0184372
6,3066124
6,3146219
6,0629808
6,0573230
6,0563289
6,0184397
6,1816331
6,1224483
6,0507224
6,0812268
6,0985753
6,3301454
6,0184382
6,1932036
6,0875711
6,2097820
6,4455610
6,3645738
6,1047008
6,1174226
6,3645633
6,1222213
6,0183315
6,3358839
6,0288084
6,0615428
6,0911634
6,2408105
6,2547064
6,0796098
6,1133728
6,0184404
6,2427365
6,2805614
6,1951058
6,2547072
6,4207513
6,4123757
6,4447336
6,1078100
6,2384721
6,1301090
6,1738341
6,3480321
6,3480322
6,3990433
6,2384725
6,0088451
6,1185282
8,1309851
8,2447580
8,4404730
8,1309855
8,1042535
8,1309852
8,2718310
8,1309861
8,2478701
8,3830178
8,4381520
8,1309863
8,1372011
8,1720839
8,3281489
8,1309862
8,1309856
8,1309849
8,1309864
8,2553621
8,3625295
8,1309858
8,1647361
8,1812298
8,0297212
8,0659027
8,2434018
8,3195095
8,2077371
8,2320482
8,3023726
8,1309850
8,0657929
8,4119015
8,1309860
8,3344742
8,1309857
8,3128473
8,1309854
8,0207533
8,2914614
8,1014323
8,3344549
8,1559497
8,1309865
8,2072014
8,0804471
8,1914670
8,3220153
8,0261367
8,0610115
8,0875392
8,1066586
8,1932543
8,0713933
8,2608707
8,4275110
8,4384607
8,4010057
8,3344840
8,3448209
8,4260588
8,0591625
8,0650670
8,1207785
8,2071621
8,2936607
8,1269389
8,1812121
8,2068075
8,2594270
8,3344488
8,3925991
8,1309859
8,1339863
8,1453566
8,2650107
8,0191245
8,1910111
8,2590165
8,2917909
8,3326283
8,0969484
8,3142314
8,3873769
8,4094450
8,1240944
8,1842473
8,3133622
8,3686430
8,4130373
8,4244449
8,0293736
8,0973869
8,2407917
8,3185075
8,4427039
8,1180743
8,3696367
8,0289773
11,1487723
11,2208028
11,1952708
11,2483780
11,3945186
11,1487739
11,2547857
11,3445794
11,1064377
11,3149769
11,0199845
11,1148813
11,1746596
11,2862531
11,2483727
11,3399379
11,2846966
11,1952916
11,1550406
11,3318279
11,1147476
11,3690926
11,2659426
11,3262225
11,1487740
11,4377555
11,2862902
11,0909868
11,0390776
11,0423659
11,0678769
11,0903561
11,3314030
11,4033854
11,2287492
11,4389738
11,4483761
11,0910325
11,1147274
11,4068538
11,0912958
11,2956537
11,2385914
11,0463533
11,1177503
11,2285900
11,2664514
11,1951872
11,0619529
11,0637055
11,4259043
11,0386687
11,1770443
11,0296099
11,1060259
11,1425235
11,2956892
11,2629042
11,3680941
11,0210610
11,4036128
11,4491452
11,2008371
11,3959147
11,0618219
11,1952478
11,0792183
11,0558567
11,0866808
11,1194562
11,3203444
11,3251645
11,3641895
11,0748278
11,1783810
11,2199537
11,0595784
11,4351445
11,3623102
11,0871820
11,1192052
11,2377700
11,4282324
11,1754009
11,2483742
11,3852901
11,3966588
11,0210613
11,0619150
11,1953071
11,1980274
11,3782755
11,4246461
11,2021298
11,0903119
11,3173247
11,1061571
11,3192308
11,0455068
11,2203329
12,0412758
12,3267998
12,0358512
12,2821299
12,2933060
12,1835069
12,2932562
12,4041364
12,2990203
12,1543172
12,1879404
12,2457662
12,3612692
12,2147547
12,2936397
12,1326736
12,2141772
12,2400903
12,4074452
12,2936354
12,3789400
12,1468722
12,1482331
12,2457661
12,1680347
12,2633103
12,4533894
12,0581681
12,4261227
12,1879402
12,3228143
12,0582746
12,0641548
12,3279895
12,1232665
12,1319193
12,2127884
12,2854012
12,4285714
12,3976265
12,0326785
12,1759198
12,3866246
12,2205666
12,0789975
12,4298253
12,1135944
12,3858357
12,3858358
12,2932181
12,2932499
12,4007854
12,3329774
12,1030035
12,2397984
12,4079569
12,2003958
12,2135128
12,2170732
12,2566369
12,2105996
12,1605154
12,3888898
12,0814262
12,0815926
12,1099787
12,0582736
12,0829485
12,3068315
12,1519713
12,2053566
12,4374707
12,3764294
12,0846967
12,0311198
12,0449610
12,0791697
12,3595403
12,4408213
12,2352540
12,3483489
12,4595630
12,4399275
12,1514467
12,3119899
12,4186784
12,0906552
12,2644693
12,3735071
12,2838808
12,2936861
12,2535750
12,2121241
12,2535755
12,0714001
12,0832645
12,0853694
12,0870040
12,1277948
12,1376761
14,1709780
14,0498649
14,1589163
14,3086294
14,4186953
14,0408345
14,0588228
14,1323480
14,1323471
14,2450900
14,1323399
14,1968895
14,2673922
14,1323610
14,1853480
14,1323374
14,1994415
14,1323409
14,2572166
14,3774389
14,3496130
14,3915072
14,4243480
14,3844107
14,0745484
14,1902764
14,1323581
14,1791981
14,1084409
14,4414166
14,4156654
14,1544515
14,3329315
14,1701395
14,1323395
14,1323570
14,1352089
14,3496121
14,1351853
14,1323314
14,3329322
14,0932240
14,3220481
14,1323604
14,4627616
14,1323338
14,1352096
14,2633008
14,1323386
14,1064209
14,0654567
14,1015308
14,4414163
14,0222957
14,2465985
14,3087414
14,4528560
14,1694662
14,2333596
14,1201069
14,1323593
14,2802449
14,1323385
14,2905500
14,2651346
14,3305985
14,1052539
14,3480910
14,1323506
14,1902138
14,1352073
14,1341544
14,2457424
14,3970841
14,2516597
14,2571910
14,2818943
14,1701385
14,3503403
14,1324576
14,1324940
14,1352025
14,4416474
14,3329336
14,2990066
14,3134720
14,3995968
14,4342699
14,2868299
14,3496087
14,0612449
14,1315660
14,1323595
14,3360345
14,3496110
14,1262991
14,1270311
14,1323936
14,2616743
14,1023370
16,3973932
16,4091131
16,2483031
16,2521500
16,4393323
16,2554139
16,2536939
16,2552211
16,2499694
16,0195574
16,2557959
16,1134041
16,1134042
16,2470256
16,3586388
16,2818097
16,2459732
16,1401024
16,2755257
16,1319517
16,2522530
16,2515243
16,1660091
16,4137819
16,2469920
16,3851555
16,2472735
16,4156450
16,1659502
16,1180072
16,2515180
16,4130799
16,1950949
16,3799949
16,0180830
16,2475352
16,2536061
16,2494431
16,2475371
16,2475372
16,2552082
16,1659515
16,1607266
16,2127046
16,2528785
16,1134045
16,3658524
16,4019938
16,2486445
16,1462449
16,2552085
16,2481763
16,2539682
16,1346252
16,2477163
16,3404488
16,2521423
16,2486519
16,0404243
16,2498359
16,3181042
16,1648370
16,4108342
16,4367696
16,1365234
16,0578911
16,4529558
16,1462466
16,1660087
16,1660089
16,1462425
16,0124536
16,2515726
16,2432267
16,4227978
16,4197335
16,2539922
16,3973931
16,2517856
16,4090880
16,4147157
16,2470321
16,3973929
16,1182451
16,3549489
16,3696174
16,2555312
16,1411041
16,0641143
16,0438420
16,2484491
16,2659725
16,2973784
16,2940838
16,2484489
16,0383073
16,2014425
16,4389109
16,2535263
16,4281274
20,3948269
20,3504251
20,2600791
20,0342052
20,1000089
20,1759294
20,3410997
20,3916931
20,1410859
20,1285988
20,1213331
20,3205725
20,3874225
20,1436701
20,4461199
20,1004341
20,2915243
20,3501944
20,1358669
20,4404859
20,2987404
20,2188151
20,3826884
20,4243395
20,3958427
20,2523105
